random,quadrant,troi
893.6873505602042,19093.894912534503,19443.38090866879
512.0642326741512,18453.836773434145,21419.569611861683
2557.9772512642703,22112.255255096494,31049.967746752925
704.9633398705618,19290.79406349856,22286.592275817704
760.9785197463985,20976.559053410972,37966.69019153679
1558.1314356538905,14745.180245804962,24669.509805852114
9430.276310467347,41855.24320223894,69753.72101734906
1356.940778160376,17232.21195503299,24926.532027640413
1113.5208966938962,13482.549733819475,26022.414180318792
1381.6310395977018,9434.914245160942,18959.971371684846
706.3644847403564,18197.256015815303,33377.82170069037
1085.4577200692586,37773.545317631164,50290.724861139584
1848.802853875293,34124.06190830722,43581.56170794637
7778.5832467959335,14529.385857076793,21277.62813336456
391.00787952770423,15900.171631614634,30333.02735381659
2140.854358601038,9523.973461801825,26900.73016480913
5403.766934009346,16782.661535693027,22381.222494468813
1346.8430786951833,25329.464238315537,33843.88277981149
4866.21775961049,29974.641709989806,74290.55502120314
733.3438076347887,14880.054517816969,14880.054517816969
1590.9105351383919,13348.860603595722,20498.47393480511
1726.941092093767,15842.854597807907,40689.259667810475
1029.344100512736,18685.515617540605,75780.24392834025
1515.3255657397888,26273.99352128599,30251.2733823218
572.41297548984,14957.048786847085,27776.44368526707
2496.1121352817468,50646.42285142076,59787.552893234155
2665.277010175196,13741.351301517227,22814.13863561998
1223.6329350737221,9046.411846758203,20881.369105499063
845.9452437467487,17713.615259998514,30525.585273049368
4925.149465201311,11759.342024917687,22567.77533260753
1118.9034568256043,14355.358632312695,30061.22125337474
1990.4017792115028,29625.153021195598,33579.374190079674
5536.560397086654,13766.995168826299,40628.54941914007
1425.6107046538766,26040.13218332349,29941.879894861235
4168.6092757912165,27778.376914414148,30590.425308744365
3004.5362387538776,27057.656846685,55347.06837683244
1997.713173996002,14936.989651230273,19015.020128161093
4056.431316284477,16548.681511178795,24372.666548264067
2134.7457031837757,24896.484250521677,31645.289552606057
3169.914505870456,18219.90931824843,22681.01793329131
1737.6158046060677,25691.283741148556,28346.348217393388
2977.149852418335,31910.86622827603,41341.14212621023
1133.8060266064756,20835.292377411384,31368.132338923755
1942.7634761519237,18201.72595024099,25866.591786706234
757.298764584103,21600.478148703474,26692.612865905015
1977.212113303698,16888.40604987971,24183.36847845386
1258.476058448195,11905.09828313064,18800.934462579866
1870.8495259178615,10521.783266848213,9705.090993547694
1291.5763195007148,21115.883928171665,23268.734657807898
343.03675422088907,13791.425185271217,23803.824138841264
1841.7593728984448,14362.359516535475,25524.0566720152
670.5554509020034,10815.633904724324,12277.765153173026
2811.130009414475,13825.979883023196,19754.066322386985
1068.6464926780568,22038.429583140787,30040.369442216637
6384.472417531916,18441.821463546665,33750.94731422772
1309.4340273210673,17472.941442663727,21685.14359310847
1265.9503932422342,25007.152658143343,30908.571159530366
1467.4981584671693,45148.423769007975,102026.09439681005
1618.7723542703675,28747.563868242054,36711.88139956591
4662.860597306927,28537.825587398896,36329.50818280554
1825.9088807056237,31835.28633755469,44811.70758727136
1155.5724740615037,23990.220007590837,28632.26130564162
1115.143270203429,14787.392768185598,17739.490539403072
4834.071886787285,22580.4909308211,30738.449022524226
1352.4422682139402,20212.783623686617,34447.01568082009
2725.509983405798,25014.813695610203,38573.166123788214
2685.6882980877135,29082.963692552756,30697.969060079304
3637.7667132229476,19435.04291941015,39083.30027232494
815.0181913206841,19887.986842762235,27423.6139158637
2640.7028291381216,84655.05137055613,104963.15450497693
363.93802979338744,64764.827731745085,74028.87274315524
511.1284139011048,14110.580102921886,18053.3828754574
3883.886615474501,18893.872456003905,31501.20940809745
1008.4769058635928,17127.85480981182,25976.748238082553
3849.754036007978,17182.040060859395,20243.30235662328
2604.8571965033857,13338.507702640489,35057.49498730944
1227.771631623488,21505.616002799696,21930.66515626146
757.9554650536302,15619.510594501333,40061.19093769646
1224.5498550383923,12883.692117019846,21161.276755611045
2932.007080524229,16735.071084343028,27033.97578921858
895.9209507766768,14169.586020577352,18992.805286158637
4900.352249163422,24050.558397772624,26954.871010273753
2542.8353700352895,12010.531238994427,16017.081391408134
1739.3195791921833,14975.86041959753,27598.249148733186
4131.437003186804,27050.75857215102,33917.2490900583
1798.498743016078,17840.62936726643,38909.00480131038
3273.6494812644587,15677.300301931842,18861.88210540059
1779.4970812028487,11072.018333615713,14208.054178436738
5449.151478804966,38867.47317984142,54393.039790367235
2861.654539288946,19261.937893267892,48100.809329106574
4058.892488273879,36023.85531002566,40185.009878111014
4277.376908068628,15868.790391564064,21865.711738133763
1615.0555268070357,22247.99325596323,30785.179252355505
842.2479093050785,9373.809414786336,35745.41209236939
3961.6067987666765,41744.62937648034,53287.64119435054
1993.0343009996534,18698.06630527018,27101.212413430592
6354.142995207172,23229.814210413566,32348.52195777504
4429.981663644108,16413.346785661175,23333.3872133168
4516.638068854913,10527.351802017112,20062.66520669515
9072.577140815523,9840.482768162175,45374.13574036697
777.475020158211,10722.163777987953,10722.163777987953
2223.3984917382254,25315.85324275542,39728.845388371614
1053.9777973766231,12562.661224294767,11820.288834805644
1938.4631077943254,28062.569788633577,51656.44391103626
3283.3178462570454,31599.694663286453,35893.14920897203
1919.5439980403016,18472.161851063676,32298.34307040331
1772.781701446297,27418.731856616498,34598.8674724895
1298.5114224798854,21787.05626540302,32606.30964225135
1118.9423900539123,10217.355919043777,15312.30331774261
1656.7668952470071,17828.63702367937,20870.220078737926
1285.0076034733097,23216.44162251644,30770.557414981064
730.4864877477496,22859.13608243539,28014.654241956738
3323.36892282319,22715.873994270136,61033.41428868407
837.8899981731015,19199.89607343916,25301.254691987746
