sigma,troi_mean,quad_mean,improvement_pct
0.2,30530.1772833524,20494.149372454838,48.97020963644623
0.5,29259.63179684876,19730.291645853897,48.2980197254071
0.8,27516.620561526463,18448.509349237873,49.153625589068
