bias,none_late,p_only_late,pi_late
-0.2,-4.026172149005777,-2.794886619197341,0.02021846141415943
0.0,-0.026172149005778068,-0.1282199525306757,0.020218585281592646
0.3,5.9738278509942235,3.8717800474693247,0.020218771082742535
0.5,9.973827850994223,6.538446714135992,0.020218894950175793
